BillNumber,ConsumptionValue,predicted_consumption,residual,is_outlier
6864036589,696.3095765282208,697.4518546743509,-1.1422781461301383,False
6307894770,458.2945807241106,465.40054811179425,-7.105967387683677,False
6594834850,709.4663451911997,713.8421529559726,-4.375807764772844,False
6155729949,729.2011036562434,722.5461677937377,6.654935862505681,False
6239639281,558.1156536966959,555.545918737527,2.5697349591688408,False
6950674455,644.2744484559173,674.496388976718,-30.221940520800672,False
6803714639,702.6092756481972,701.1550814308026,1.4541942173946154,False
6956684984,411.2825578233845,413.0133505751017,-1.7307927517172175,False
6344450689,707.5845235191304,710.1487352392927,-2.5642117201623478,False
6840051350,438.64217873844507,436.9386193595531,1.7035593788919527,False
6946130771,527.5387654985915,525.1983653504045,2.3404001481869727,False
6306326892,515.8987958400645,515.896215114027,0.0025807260375358965,False
6924485649,561.8766964677836,562.9599372635035,-1.0832407957199166,False
6337976176,409.3076208290971,408.474666696898,0.8329541321991201,False
6239489214,513.5648426507432,510.9659874355318,2.5988552152114153,False
6112749454,600.0470381888787,664.3096146969605,-64.26257650808179,False
6487791282,690.0656527484867,693.00502328929,-2.9393705408032247,False
6226243831,622.4409665475262,662.4774547286855,-40.03648818115937,False
6561570967,693.3848348980254,688.6027937099102,4.7820411881151585,False
6710639720,499.7436690441654,495.57887943006676,4.164789614098652,False
6906137993,426.18586133724193,424.3308878346473,1.854973502594646,False
6124116556,586.2535824245884,619.7153325420576,-33.46175011746914,False
6687054521,520.8402210426763,520.7004895556647,0.13973148701154514,False
6210792379,573.2856619670616,597.7229210980424,-24.437259130980806,False
6653449206,565.2840025514445,565.9584567032383,-0.6744541517938387,False
6477922659,527.6204562020652,525.6382620926793,1.9821941093858868,False
6689754288,450.44068284106,448.7482619242756,1.6924209167843856,False
6624913026,393.4685171050229,401.3663875926507,-7.897870487627813,False
6773514901,482.5922847671388,471.6710283497355,10.921256417403299,False
6317006167,459.6475341019849,459.59196664123016,0.05556746075473029,False
6798355094,674.8054384209594,710.1757931352766,-35.37035471431727,False
6593961310,522.9246677986,522.2335188532271,0.6911489453729018,False
6405885837,655.2773758156372,693.9735124421256,-38.696136626488396,False
6483642878,437.93880056536057,437.9446433990901,-0.005842833729559516,False
6193754668,460.8620687730017,458.3557913289982,2.5062774440035014,False
6700557143,632.9209431026229,666.9332626364064,-34.01231953378351,False
6293347707,705.2146701989836,713.5774214880641,-8.362751289080506,False
6020615501,549.2032041870108,549.5067473104466,-0.3035431234358157,False
